"rho","rhoU","rhoV","E","U","V","P","Points:0","Points:1","Points:2"
1.117678880533548,0,0,1.655867485080411,0,0,0.6623469940321643,0.5,0,0
1.117493196020981,0,0,1.655603167265444,0,0,0.6622412669061777,0.4993977248668671,0.02453383803367615,0
1.116939146230823,0,0,1.654815004294097,0,0,0.6619260017176387,0.4975923597812653,0.0490085706114769,0
1.11602567889473,0,0,1.653517256179053,0,0,0.6614069024716213,0.4945882558822632,0.0733652338385582,0
1.114767498532768,0,0,1.651733324779255,0,0,0.660693329911702,0.4903926253318787,0.09754516184329987,0
1.113184765360919,0,0,1.649495229044039,0,0,0.6597980916176155,0.4850156307220459,0.121490091085434,0
1.111302695728568,0,0,1.646842913428225,0,0,0.6587371653712901,0.4784701764583588,0.1451423317193985,0
1.109151084056367,0,0,1.643823428396143,0,0,0.6575293713584575,0.4707720279693604,0.1684449315071106,0
1.106763769176726,0,0,1.640490027461469,0,0,0.6561960109845877,0.4619397521018982,0.1913417130708694,0
1.104178069279941,0,0,1.636901227212437,0,0,0.6547604908849747,0.4519946575164795,0.2137775421142578,0
1.101434209154949,0,0,1.633119875156508,0,0,0.6532479500626032,0.4409606456756592,0.2356983721256256,0
1.098574761177965,0,0,1.629212265071682,0,0,0.6516849060286729,0.4288643002510071,0.2570513784885406,0
1.095644117872896,0,0,1.625247331540795,0,0,0.6500989326163182,0.4157347977161407,0.2777851223945618,0
1.092688009024565,0,0,1.621295944932744,0,0,0.6485183779730979,0.4016037583351135,0.2978496551513672,0
1.089753070814454,0,0,1.617430316464785,0,0,0.6469721265859141,0.3865052163600922,0.3171966373920441,0
1.086886468707619,0,0,1.613723511029126,0,0,0.6454894044116506,0.370475560426712,0.3357794880867004,0
1.084135570224902,0,0,1.610249054118325,0,0,0.64409962164733,0.3535533845424652,0.3535533845424652,0
1.081547658847235,0,0,1.607080609644222,0,0,0.6428322438576889,0.3357794880867004,0.370475560426712,0
1.079169676432002,0,0,1.604291698212105,0,0,0.6417166792848421,0.3171966373920441,0.3865052163600922,0
1.077047978852901,0,0,1.601955421175251,0,0,0.6407821684701006,0.2978496551513672,0.4016037583351135,0
1.075228088476594,0,0,1.600144154867745,0,0,0.6400576619470981,0.2777851223945618,0.4157347977161407,0
1.073754427393351,0,0,1.598929181633802,0,0,0.639571672653521,0.2570513784885406,0.4288643002510071,0
1.072670017171407,0,0,1.598380229546358,0,0,0.6393520918185435,0.2356983721256256,0.4409606456756592,0
1.072016133958557,0,0,1.598564900451146,0,0,0.6394259601804584,0.2137775421142578,0.4519946575164795,0
1.07183191206652,0,0,1.599547975547499,0,0,0.6398191902189998,0.1913417130708694,0.4619397521018982,0
1.072153894051942,0,0,1.601390598423652,0,0,0.6405562393694608,0.1684449315071106,0.4707720279693604,0
1.073015530865994,0,0,1.604149346377337,0,0,0.6416597385509348,0.1451423317193985,0.4784701764583588,0
1.074446641029197,0,0,1.607875211301977,0,0,0.6431500845207909,0.121490091085434,0.4850156307220459,0
1.076472842984037,0,0,1.612612520609937,0,0,0.6450450082439749,0.09754516184329987,0.4903926253318787,0
1.079114979162496,0,0,1.618397835962322,0,0,0.6473591343849288,0.0733652338385582,0.4945882558822632,0
1.082388553561431,0,0,1.625258872523648,0,0,0.6501035490094592,0.0490085706114769,0.4975923597812653,0
1.086303206597902,0,0,1.633213483767561,0,0,0.6532853935070245,0.02453383803367615,0.4993977248668671,0
1.090862251260078,0,0,1.642268756245434,0,0,0.6569075024981735,3.06161713146292e-17,0.5,0
1.096062293384669,0,0,1.652420255512916,0,0,0.6609681022051664,-0.02453383803367615,0.4993977248668671,0
1.101892955938249,0,0,1.663651458605295,0,0,0.6654605834421181,-0.0490085706114769,0.4975923597812653,0
1.108336723074372,0,0,1.675933400646228,0,0,0.6703733602584911,-0.0733652338385582,0.4945882558822632,0
1.115368914480339,0,0,1.689224553948254,0,0,0.6756898215793015,-0.09754516184329987,0.4903926253318787,0
1.122957794819346,0,0,1.703470947929945,0,0,0.6813883791719781,-0.121490091085434,0.4850156307220459,0
1.131064817078091,0,0,1.718606528125304,0,0,0.6874426112501218,-0.1451423317193985,0.4784701764583588,0
1.139644993114834,0,0,1.734553743100395,0,0,0.6938214972401582,-0.1684449315071106,0.4707720279693604,0
1.148647379747427,0,0,1.751224339873494,0,0,0.7004897359493978,-0.1913417130708694,0.4619397521018982,0
1.158015664836811,0,0,1.768520341831197,0,0,0.7074081367324787,-0.2137775421142578,0.4519946575164795,0
1.167688835090958,0,0,1.786335178404905,0,0,0.714534071361962,-0.2356983721256256,0.4409606456756592,0
1.177601905775085,0,0,1.80455493307143,0,0,0.7218219732285722,-0.2570513784885406,0.4288643002510071,0
1.187686692170218,0,0,1.823059675364424,0,0,0.7292238701457695,-0.2777851223945618,0.4157347977161407,0
1.197872603294143,0,0,1.841724843485106,0,0,0.7366899373940425,-0.2978496551513672,0.4016037583351135,0
1.208087439922611,0,0,1.860422646263568,0,0,0.7441690585054271,-0.3171966373920441,0.3865052163600922,0
1.218258181036392,0,0,1.87902345653032,0,0,0.7516093826121281,-0.3357794880867004,0.370475560426712,0
1.228311745301865,0,0,1.897397171835579,0,0,0.7589588687342317,-0.3535533845424652,0.3535533845424652,0
1.238175716862683,0,0,1.915414522741304,0,0,0.7661658090965215,-0.370475560426712,0.3357794880867004,0
1.247779027287006,0,0,1.932948313175061,0,0,0.7731793252700243,-0.3865052163600922,0.3171966373920441,0
1.257052588067895,0,0,1.949874581444122,0,0,0.7799498325776488,-0.4016037583351135,0.2978496551513672,0
1.26592987021718,0,0,1.96607367427329,0,0,0.7864294697093162,-0.4157347977161407,0.2777851223945618,0
1.274347429437592,0,0,1.981431229488916,0,0,0.7925724917955663,-0.4288643002510071,0.2570513784885406,0
1.282245376927375,0,0,1.99583906572213,0,0,0.798335626288852,-0.4409606456756592,0.2356983721256256,0
1.28956779708158,0,0,2.009195979741383,0,0,0.8036783918965531,-0.4519946575164795,0.2137775421142578,0
1.29626311425938,0,0,2.021408453680895,0,0,0.808563381472358,-0.4619397521018982,0.1913417130708694,0
1.302284411426692,0,0,2.032391275678598,0,0,0.8129565102714391,-0.4707720279693604,0.1684449315071106,0
1.307589703791326,0,0,2.042068078154383,0,0,0.8168272312617533,-0.4784701764583588,0.1451423317193985,0
1.312142170723795,0,0,2.050371798432773,0,0,0.8201487193731092,-0.4850156307220459,0.121490091085434,0
1.315910349187536,0,0,2.057245066387901,0,0,0.8228980265551606,-0.4903926253318787,0.09754516184329987,0
1.318868291726972,0,0,2.062640523718466,0,0,0.8250562094873862,-0.4945882558822632,0.0733652338385582,0
1.320995691750403,0,0,2.066521078989295,0,0,0.8266084315957181,-0.4975923597812653,0.0490085706114769,0
1.322277978416283,0,0,2.068860102053505,0,0,0.8275440408214021,-0.4993977248668671,0.02453383803367615,0
1.32270638304693,0,0,2.069641560748314,0,0,0.8278566242993257,-0.5,6.123234262925839e-17,0
1.322277978416283,0,0,2.068860102053505,0,0,0.8275440408214021,-0.4993977248668671,-0.02453383803367615,0
1.320995691750403,0,0,2.066521078989295,0,0,0.8266084315957181,-0.4975923597812653,-0.0490085706114769,0
1.318868291726972,0,0,2.062640523718466,0,0,0.8250562094873862,-0.4945882558822632,-0.0733652338385582,0
1.315910349187536,0,0,2.057245066387901,0,0,0.8228980265551606,-0.4903926253318787,-0.09754516184329987,0
1.312142170723795,0,0,2.050371798432773,0,0,0.8201487193731092,-0.4850156307220459,-0.121490091085434,0
1.307589703791326,0,0,2.042068078154383,0,0,0.8168272312617534,-0.4784701764583588,-0.1451423317193985,0
1.302284411426692,0,0,2.032391275678598,0,0,0.8129565102714391,-0.4707720279693604,-0.1684449315071106,0
