"rho","rhoU","rhoV","E","U","V","P","Points:0","Points:1","Points:2"
1.11970030422568,0,0,1.655744971044219,0,0,0.6622979884176876,0.5,0,0
1.118987288663881,0,0,1.654732692214897,0,0,0.6618930768859589,0.4975923597812653,0.0490085706114769,0
1.116895823879144,0,0,1.651770932539033,0,0,0.6607083730156131,0.4903926253318787,0.09754516184329987,0
1.113564685288196,0,0,1.647077936062036,0,0,0.6588311744248143,0.4784701764583588,0.1451423317193985,0
1.109212738823414,0,0,1.640995788166891,0,0,0.6563983152667564,0.4619397521018982,0.1913417130708694,0
1.104122877046005,0,0,1.633963116068749,0,0,0.6535852464274998,0.4409606456756592,0.2356983721256256,0
1.098623864625397,0,0,1.626485501709306,0,0,0.6505942006837223,0.4157347977161407,0.2777851223945618,0
1.093072816537579,0,0,1.619108819609791,0,0,0.6476435278439165,0.3865052163600922,0.3171966373920441,0
1.087840147719019,0,0,1.6123986860744,0,0,0.6449594744297599,0.3535533845424652,0.3535533845424652,0
1.083297551050621,0,0,1.606926383332994,0,0,0.6427705533331975,0.3171966373920441,0.3865052163600922,0
1.079808318464357,0,0,1.603258983034982,0,0,0.6413035932139928,0.2777851223945618,0.4157347977161407,0
1.07771849898102,0,0,1.601949787923706,0,0,0.6407799151694826,0.2356983721256256,0.4409606456756592,0
1.077347200585262,0,0,1.603525081366098,0,0,0.6414100325464391,0.1913417130708694,0.4619397521018982,0
1.078974799858635,0,0,1.608464461372704,0,0,0.6433857845490816,0.1451423317193985,0.4784701764583588,0
1.082828758521902,0,0,1.617174261670667,0,0,0.646869704668267,0.09754516184329987,0.4903926253318787,0
1.08906787840894,0,0,1.629956035727283,0,0,0.6519824142909132,0.0490085706114769,0.4975923597812653,0
1.097766830666951,0,0,1.646974108180119,0,0,0.6587896432720475,3.06161713146292e-17,0.5,0
1.10890337450898,0,0,1.668227257796787,0,0,0.6672909031187148,-0.0490085706114769,0.4975923597812653,0
1.122350649940816,0,0,1.693529437871474,0,0,0.6774117751485895,-0.09754516184329987,0.4903926253318787,0
1.137876279484004,0,0,1.722503140629333,0,0,0.6890012562517334,-0.1451423317193985,0.4784701764583588,0
1.155148931078793,0,0,1.754586951840328,0,0,0.7018347807361314,-0.1913417130708694,0.4619397521018982,0
1.173751795420062,0,0,1.789056588718526,0,0,0.7156226354874106,-0.2356983721256256,0.4409606456756592,0
1.193201443295391,0,0,1.825056836411932,0,0,0.7300227345647727,-0.2777851223945618,0.4157347977161407,0
1.212969971061913,0,0,1.861640677789788,0,0,0.7446562711159154,-0.3171966373920441,0.3865052163600922,0
1.232508265493543,0,0,1.897811648188994,0,0,0.7591246592755977,-0.3535533845424652,0.3535533845424652,0
1.251268527491247,0,0,1.93256588946405,0,0,0.77302635578562,-0.3865052163600922,0.3171966373920441,0
1.268724715481859,0,0,1.964931237285206,0,0,0.7859724949140826,-0.4157347977161407,0.2777851223945618,0
1.284390134961364,0,0,1.99400165639449,0,0,0.7976006625577963,-0.4409606456756592,0.2356983721256256,0
1.297831889429449,0,0,2.018966220970854,0,0,0.8075864883883418,-0.4619397521018982,0.1913417130708694,0
1.308682262175446,0,0,2.039132505521048,0,0,0.8156530022084191,-0.4784701764583588,0.1451423317193985,0
1.316647308437861,0,0,2.053944677100085,0,0,0.821577870840034,-0.4903926253318787,0.09754516184329987,0
1.321513024333093,0,0,2.062996786549569,0,0,0.8251987146198276,-0.4975923597812653,0.0490085706114769,0
1.323149453412,0,0,2.066041794495693,0,0,0.8264167177982771,-0.5,6.123234262925839e-17,0
1.321513024333093,0,0,2.062996786549569,0,0,0.8251987146198276,-0.4975923597812653,-0.0490085706114769,0
1.316647308437861,0,0,2.053944677100085,0,0,0.821577870840034,-0.4903926253318787,-0.09754516184329987,0
1.308682262175446,0,0,2.039132505521047,0,0,0.815653002208419,-0.4784701764583588,-0.1451423317193985,0
1.297831889429449,0,0,2.018966220970854,0,0,0.8075864883883418,-0.4619397521018982,-0.1913417130708694,0
1.284390134961364,0,0,1.994001656394491,0,0,0.7976006625577965,-0.4409606456756592,-0.2356983721256256,0
