"U","Points:0","Points:1","Points:2"
0.1608825957181612,-0.8806109428405762,0.4432623088359833,0
0.1575729490942169,-0.8912239670753479,0.4215175211429596,0
0.1544028805775726,-0.9013000726699829,0.3995188474655151,0
0.1513789192343858,-0.9108332991600037,0.37727952003479,0
0.1485072300594603,-0.9198178648948669,0.3548129200935364,0
0.1457936115571132,-0.928248405456543,0.3321325778961182,0
0.1432434937197392,-0.9361197948455811,0.3092522025108337,0
0.1408619363595494,-0.9434272646903992,0.2861855328083038,0
0.1386536277459667,-0.9501664638519287,0.2629464566707611,0
0.1366228835076104,-0.956333339214325,0.2395490258932114,0
0.1347736457616144,-0.961924135684967,0.2160072773694992,0
0.1331094824347461,-0.9669354557991028,0.1923354268074036,0
0.1316335867438177,-0.9713643789291382,0.1685477197170258,0
0.1303487768075745,-0.9752082228660583,0.1446584761142731,0
0.129257495363441,-0.9784646034240723,0.1206820979714394,0
0.1283618095673548,-0.9811316132545471,0.09663302451372147,0
0.1276634108572744,-0.9832075834274292,0.0725257471203804,0
0.1271636148631065,-0.984691321849823,0.04837478324770927,0
0.1268633613523612,-0.9855819344520569,0.02419467829167843,0
0.1267632141958536,-0.9858788847923279,1.207353351477991e-16,0
0.1268633613523612,-0.9855819344520569,-0.02419467829167843,0
0.1271636148631064,-0.984691321849823,-0.04837478324770927,0
0.1276634108572743,-0.9832075834274292,-0.0725257471203804,0
0.1283618095673545,-0.9811316132545471,-0.09663302451372147,0
0.1292574953634409,-0.9784646034240723,-0.1206820979714394,0
0.1303487768075747,-0.9752082228660583,-0.1446584761142731,0
0.1316335867438171,-0.9713643789291382,-0.1685477197170258,0
0.1331094824347461,-0.9669354557991028,-0.1923354268074036,0
0.1347736457616136,-0.961924135684967,-0.2160072773694992,0
0.1366228835076104,-0.956333339214325,-0.2395490258932114,0
0.1386536277459661,-0.9501664638519287,-0.2629464566707611,0
0.1408619363595488,-0.9434272646903992,-0.2861855328083038,0
0.1432434937197386,-0.9361197948455811,-0.3092522025108337,0
0.1457936115571126,-0.928248405456543,-0.3321325778961182,0
0.1485072300594597,-0.9198178648948669,-0.3548129200935364,0
0.1513789192343852,-0.9108332991600037,-0.37727952003479,0
0.154402880577573,-0.9013000726699829,-0.3995188474655151,0
0.1575729490942165,-0.8912239670753479,-0.4215175211429596,0
0.1608825957181608,-0.8806109428405762,-0.4432623088359833,0
0.1643249301823204,-0.869467556476593,-0.4647400677204132,0
0.1678927043929296,-0.8578003644943237,-0.4859379231929779,0
0.1715783163673991,-0.8456165194511414,-0.5068430304527283,0
0.1753738147922951,-0.8329232931137085,-0.5274428725242615,0
0.1792709042683202,-0.8197283148765564,-0.5477249622344971,0
0.1832609513058829,-0.806039571762085,-0.5676771402359009,0
0.1873349911404194,-0.791865348815918,-0.5872873663902283,0
0.1914837354368273,-0.7772141098976135,-0.6065438389778137,0
0.1956975809566646,-0.7620946764945984,-0.625434935092926,0
0.1999666192596553,-0.746516227722168,-0.6439493298530579,0
0.2042806475173331,-0.7304880619049072,-0.6620757579803467,0
0.2086291805104756,-0.7140198945999146,-0.6798034310340881,0
0.2130014638884496,-0.6971216201782227,-0.6971216201782227,0
0.2173864887630273,-0.6798034310340881,-0.7140198945999146,0
0.2217730077105553,-0.6620757579803467,-0.7304880619049072,0
0.2261495522529555,-0.6439493298530579,-0.746516227722168,0
0.2305044518852483,-0.625434935092926,-0.7620946764945984,0
0.2348258547127129,-0.6065438389778137,-0.7772141098976135,0
0.2391017497569258,-0.5872873663902283,-0.791865348815918,0
0.2433199909812372,-0.5676771402359009,-0.806039571762085,0
0.2474683230816705,-0.5477249622344971,-0.8197283148765564,0
0.2515344090779383,-0.5274428725242615,-0.8329232931137085,0
0.2555058597316643,-0.5068430304527283,-0.8456165194511414,0
0.2593702648059411,-0.4859379231929779,-0.8578003644943237,0
0.2631152261658388,-0.4647400677204132,-0.869467556476593,0
0.2667283927108257,-0.4432623088359833,-0.8806109428405762,0
0.2701974971097887,-0.4215175211429596,-0.8912239670753479,0
0.273510394292392,-0.3995188474655151,-0.9013000726699829,0
0.2766551016405687,-0.37727952003479,-0.9108332991600037,0
0.2796198407846929,-0.3548129200935364,-0.9198178648948669,0
0.282393080913483,-0.3321325778961182,-0.928248405456543,0
0.2849635834691711,-0.3092522025108337,-0.9361197948455811,0
0.2873204480717006,-0.2861855328083038,-0.9434272646903992,0
0.2894531595084879,-0.2629464566707611,-0.9501664638519287,0
0.2913516355884659,-0.2395490258932114,-0.956333339214325,0
0.2930062756278617,-0.2160072773694992,-0.961924135684967,0
0.2944080093285018,-0.1923354268074036,-0.9669354557991028,0
0.2955483457665778,-0.1685477197170258,-0.9713643789291382,0
0.2964194221746155,-0.1446584761142731,-0.9752082228660583,0
0.2970140522040284,-0.1206820979714394,-0.9784646034240723,0
0.2973257732885555,-0.09663302451372147,-0.9811316132545471,0
0.2973488927317349,-0.0725257471203804,-0.9832075834274292,0
0.2970785321035115,-0.04837478324770927,-0.984691321849823,0
0.2965106695179288,-0.02419467829167843,-0.9855819344520569,0
0.2956421793264964,-1.811030159565885e-16,-0.9858788847923279,0
0.2944708687731888,0.02419467829167843,-0.9855819344520569,0
0.2929955111090465,0.04837478324770927,-0.984691321849823,0
0.2912158746886729,0.0725257471203804,-0.9832075834274292,0
0.2891327475612489,0.09663302451372147,-0.9811316132545471,0
0.2867479570587796,0.1206820979714394,-0.9784646034240723,0
0.28406438392956,0.1446584761142731,-0.9752082228660583,0
0.2810859705695558,0.1685477197170258,-0.9713643789291382,0
0.2778177229402756,0.1923354268074036,-0.9669354557991028,0
0.2742657058304442,0.2160072773694992,-0.961924135684967,0
0.2704370311421885,0.2395490258932114,-0.956333339214325,0
0.2663398389939787,0.2629464566707611,-0.9501664638519287,0
0.261983271477194,0.2861855328083038,-0.9434272646903992,0
0.2573774390299317,0.3092522025108337,-0.9361197948455811,0
0.2525333794697149,0.3321325778961182,-0.928248405456543,0
0.2474630098532102,0.3548129200935364,-0.9198178648948669,0
0.2421790714466106,0.37727952003479,-0.9108332991600037,0
0.2366950682035208,0.3995188474655151,-0.9013000726699829,0
0.231025199281359,0.4215175211429596,-0.8912239670753479,0
0.2251842862336882,0.4432623088359833,-0.8806109428405762,0
0.2191876956344714,0.4647400677204132,-0.869467556476593,0
0.2130512579899889,0.4859379231929779,-0.8578003644943237,0
0.2067911838789888,0.5068430304527283,-0.8456165194511414,0
0.2004239783332047,0.5274428725242615,-0.8329232931137085,0
0.1939663545170341,0.5477249622344971,-0.8197283148765564,0
0.187435147791891,0.5676771402359009,-0.806039571762085,0
0.1808472312513985,0.5872873663902283,-0.791865348815918,0
0.1742194337856021,0.6065438389778137,-0.7772141098976135,0
0.1675684616829635,0.625434935092926,-0.7620946764945984,0
0.1609108247026086,0.6439493298530579,-0.746516227722168,0
0.1542627674442669,0.6620757579803467,-0.7304880619049072,0
0.1476402067283234,0.6798034310340881,-0.7140198945999146,0
0.1410586755541366,0.6971216201782227,-0.6971216201782227,0
0.1345332740579851,0.7140198945999146,-0.6798034310340881,0
0.1280786277282768,0.7304880619049072,-0.6620757579803467,0
0.1217088529744377,0.746516227722168,-0.6439493298530579,0
0.1154375299839562,0.7620946764945984,-0.625434935092926,0
0.1092776826487695,0.7772141098976135,-0.6065438389778137,0
0.1032417651966183,0.791865348815918,-0.5872873663902283,0
0.0973416550386616,0.806039571762085,-0.5676771402359009,0
0.09158865123720238,0.8197283148765564,-0.5477249622344971,0
0.08599347790892262,0.8329232931137085,-0.5274428725242615,0
0.08056629182467007,0.8456165194511414,-0.5068430304527283,0
0.07531669342513295,0.8578003644943237,-0.4859379231929779,0
0.07025374046145273,0.869467556476593,-0.4647400677204132,0
0.06538596348769123,0.8806109428405762,-0.4432623088359833,0
0.06072138246291175,0.8912239670753479,-0.4215175211429596,0
0.05626752377898734,0.9013000726699829,-0.3995188474655151,0
0.05203143710045927,0.9108332991600037,-0.37727952003479,0
0.04801971148998656,0.9198178648948669,-0.3548129200935364,0
0.04423849038581408,0.928248405456543,-0.3321325778961182,0
0.04069348509955982,0.9361197948455811,-0.3092522025108337,0
0.03738998660168443,0.9434272646903992,-0.2861855328083038,0
0.0343328754621058,0.9501664638519287,-0.2629464566707611,0
0.03152662990853117,0.956333339214325,-0.2395490258932114,0
0.02897533204569991,0.961924135684967,-0.2160072773694992,0
0.0266826723563621,0.9669354557991028,-0.1923354268074036,0
0.02465195266179432,0.9713643789291382,-0.1685477197170258,0
0.02288608776743681,0.9752082228660583,-0.1446584761142731,0
0.02138760604790374,0.9784646034240723,-0.1206820979714394,0
0.02015864924173101,0.9811316132545471,-0.09663302451372147,0
0.01920097172538828,0.9832075834274292,-0.0725257471203804,0
0.01851593952133426,0.984691321849823,-0.04837478324770927,0
0.01810452926804972,0.9855819344520569,-0.02419467829167843,0
0.01965943348283241,1.010075926780701,0,0
0.01980400937021486,1.009771704673767,0.02478850446641445,0
0.02023750303119309,1.008859276771545,0.04956207796931267,0
0.02095921290246265,1.007339119911194,0.07430579513311386,0
0.02196797114449456,1.005212187767029,0.09900476038455963,0
0.02326214567761929,1.002479791641235,0.123644083738327,0
0.02483964281007166,0.9991434216499329,0.1482089310884476,0
0.02669791024925762,0.995205283164978,0.1726844906806946,0
0.02883394024274842,0.9906676411628723,0.1970560401678085,0
0.03124427256578766,0.9855332970619202,0.2213089019060135,0
0.03392499705312109,0.9798052906990051,0.2454284429550171,0
0.03687175537326712,0.9734870195388794,0.2694001495838165,0
0.04007974175515091,0.9665824174880981,0.293209582567215,0
0.04354370241025513,0.9590955972671509,0.3168423771858215,0
0.04725793343987034,0.9510310292243958,0.3402843475341797,0
0.05121627707908726,0.9423936009407043,0.3635213375091553,0
0.05541211620898146,0.9331884980201721,0.3865393400192261,0
0.05983836715444105,0.923421323299408,0.4093245267868042,0
0.06448747088541242,0.9130978584289551,0.4318631291389465,0
0.06935138284235655,0.9022244215011597,0.4541415870189667,0
0.07442156171277942,0.8908075094223022,0.4761465191841125,0
0.07968895759089695,0.878853976726532,0.4978646337985992,0
0.08514400004979338,0.8663710355758667,0.5192828178405762,0
0.09077658674119135,0.8533663153648376,0.5403882265090942,0
0.09657607321542773,0.8398475050926208,0.5611681342124939,0
0.1025312647028607,0.8258227705955505,0.5816100239753723,0
0.1086304106379112,0.8113006353378296,0.601701557636261,0
0.1148612027066371,0.7962898015975952,0.6214306354522705,0
0.1212107771931075,0.7807992696762085,0.6407853960990906,0
0.1276657223452471,0.7648384571075439,0.65975421667099,0
0.1342120914188505,0.7484169006347656,0.6783255934715271,0
0.1408354219573181,0.731544554233551,0.6964883208274841,0
0.1475207617547858,0.714231550693512,0.714231550693512,0
0.1542527018020809,0.6964883208274841,0.731544554233551,0
0.1610154163755143,0.6783255934715271,0.7484169006347656,0
0.1677927102543739,0.65975421667099,0.7648384571075439,0
0.1745680728913661,0.6407853960990906,0.7807992696762085,0
0.1813247391900907,0.6214306354522705,0.7962898015975952,0
0.1880457563871125,0.601701557636261,0.8113006353378296,0
0.1947140563756181,0.5816100239753723,0.8258227705955505,0
0.2013125326820274,0.5611681342124939,0.8398475050926208,0
0.2078241211948225,0.5403882265090942,0.8533663153648376,0
0.2142318836405555,0.5192828178405762,0.8663710355758667,0
0.2205190927577339,0.4978646337985992,0.878853976726532,0
0.2266693180647951,0.4761465191841125,0.8908075094223022,0
0.2326665111192329,0.4541415870189667,0.9022244215011597,0
0.2384950891826507,0.4318631291389465,0.9130978584289551,0
0.2441400162433071,0.4093245267868042,0.923421323299408,0
0.2495868804206531,0.3865393400192261,0.9331884980201721,0
0.2548219668648326,0.3635213375091553,0.9423936009407043,0
0.259832325355549,0.3402843475341797,0.9510310292243958,0
0.2646058319335677,0.3168423771858215,0.9590955972671509,0
0.2691312440060758,0.293209582567215,0.9665824174880981,0
0.2733982485108981,0.2694001495838165,0.9734870195388794,0
0.2773975028351309,0.2454284429550171,0.9798052906990051,0
0.2811206683286375,0.2213089019060135,0.9855332970619202,0
0.2845604363361221,0.1970560401678085,0.9906676411628723,0
0.2877105468303391,0.1726844906806946,0.995205283164978,0
0.2905657997780391,0.1482089310884476,0.9991434216499329,0
0.2931220594991579,0.123644083738327,1.002479791641235,0
0.2953762523077678,0.09900476038455963,1.005212187767029,0
0.2973263578462834,0.07430579513311386,1.007339119911194,0
0.2989713945065687,0.04956207796931267,1.008859276771545,0
0.3003113994107779,0.02478850446641445,1.009771704673767,0
0.3013474034421926,6.184931348710454e-17,1.010075926780701,0
0.302081401808839,-0.02478850446641445,1.009771704673767,0
0.3025163206604577,-0.04956207796931267,1.008859276771545,0
0.3026559802428715,-0.07430579513311386,1.007339119911194,0
0.3025050550934087,-0.09900476038455963,1.005212187767029,0
0.3020690317389962,-0.123644083738327,1.002479791641235,0
0.3013541643655919,-0.1482089310884476,0.9991434216499329,0
0.300367428875831,-0.1726844906806946,0.995205283164978,0
0.2991164757605882,-0.1970560401678085,0.9906676411628723,0
0.2976095821422807,-0.2213089019060135,0.9855332970619202,0
0.2958556033591978,-0.2454284429550171,0.9798052906990051,0
0.2938639244113275,-0.2694001495838165,0.9734870195388794,0
0.2916444115561775,-0.293209582567215,0.9665824174880981,0
0.2892073643299314,-0.3168423771858215,0.9590955972671509,0
0.2865634682419818,-0.3402843475341797,0.9510310292243958,0
0.2837237483402474,-0.3635213375091553,0.9423936009407043,0
0.2806995238526507,-0.3865393400192261,0.9331884980201721,0
0.2775023640571479,-0.4093245267868042,0.923421323299408,0
0.2741440455367487,-0.4318631291389465,0.9130978584289551,0
0.2706365109294094,-0.4541415870189667,0.9022244215011597,0
0.2669918292747035,-0.4761465191841125,0.8908075094223022,0
0.2632221580323421,-0.4978646337985992,0.878853976726532,0
0.2593397068443076,-0.5192828178405762,0.8663710355758667,0
0.2553567030723811,-0.5403882265090942,0.8533663153648376,0
0.2512853591415105,-0.5611681342124939,0.8398475050926208,0
0.2471378417112151,-0.5816100239753723,0.8258227705955505,0
0.2429262426594089,-0.601701557636261,0.8113006353378296,0
0.2386625518779576,-0.6214306354522705,0.7962898015975952,0
0.2343586318493811,-0.6407853960990906,0.7807992696762085,0
0.2300261939745657,-0.65975421667099,0.7648384571075439,0
0.2256767766093624,-0.6783255934715271,0.7484169006347656,0
0.2213217247578391,-0.6964883208274841,0.731544554233551,0
0.2169721713693612,-0.714231550693512,0.714231550693512,0
0.2126390201773769,-0.731544554233551,0.6964883208274841,0
0.2083329300142731,-0.7484169006347656,0.6783255934715271,0
0.2040643005335323,-0.7648384571075439,0.65975421667099,0
0.1998432592695819,-0.7807992696762085,0.6407853960990906,0
0.1956796499587932,-0.7962898015975952,0.6214306354522705,0
0.1915830220522297,-0.8113006353378296,0.601701557636261,0
0.1875626213414446,-0.8258227705955505,0.5816100239753723,0
0.1836273816277466,-0.8398475050926208,0.5611681342124939,0
0.1797859173561181,-0.8533663153648376,0.5403882265090942,0
0.1760465171465677,-0.8663710355758667,0.5192828178405762,0
0.1724171381493413,-0.878853976726532,0.4978646337985992,0
0.1689054011563179,-0.8908075094223022,0.4761465191841125,0
0.1655185864013215,-0.9022244215011597,0.4541415870189667,0
0.1622636299867087,-0.9130978584289551,0.4318631291389465,0
0.1591471208729111,-0.923421323299408,0.4093245267868042,0
0.1561752983738888,-0.9331884980201721,0.3865393400192261,0
0.1533540501000272,-0.9423936009407043,0.3635213375091553,0
0.1506889102998408,-0.9510310292243958,0.3402843475341797,0
0.148185058547229,-0.9590955972671509,0.3168423771858215,0
0.145847318728109,-0.9665824174880981,0.293209582567215,0
0.1436801582841671,-0.9734870195388794,0.2694001495838165,0
0.1416876876727567,-0.9798052906990051,0.2454284429550171,0
0.1398736600055276,-0.9855332970619202,0.2213089019060135,0
0.138241470829843,-0.9906676411628723,0.1970560401678085,0
0.1367941580267975,-0.995205283164978,0.1726844906806946,0
0.1355344017909772,-0.9991434216499329,0.1482089310884476,0
0.1344645246738783,-1.002479791641235,0.123644083738327,0
0.1335864916635503,-1.005212187767029,0.09900476038455963,0
0.1329019102847346,-1.007339119911194,0.07430579513311386,0
0.1324120307019953,-1.008859276771545,0.04956207796931267,0
0.132117745815018,-1.009771704673767,0.02478850446641445,0
0.1320195913314264,-1.010075926780701,1.236986269742091e-16,0
0.132117745815018,-1.009771704673767,-0.02478850446641445,0
0.1324120307019951,-1.008859276771545,-0.04956207796931267,0
0.1329019102847344,-1.007339119911194,-0.07430579513311386,0
0.1335864916635497,-1.005212187767029,-0.09900476038455963,0
0.1344645246738782,-1.002479791641235,-0.123644083738327,0
0.1355344017909774,-0.9991434216499329,-0.1482089310884476,0
0.1367941580267967,-0.995205283164978,-0.1726844906806946,0
0.1382414708298432,-0.9906676411628723,-0.1970560401678085,0
0.1398736600055265,-0.9855332970619202,-0.2213089019060135,0
0.1416876876727568,-0.9798052906990051,-0.2454284429550171,0
0.1436801582841664,-0.9734870195388794,-0.2694001495838165,0
0.1458473187281085,-0.9665824174880981,-0.293209582567215,0
0.1481850585472285,-0.9590955972671509,-0.3168423771858215,0
0.1506889102998402,-0.9510310292243958,-0.3402843475341797,0
0.1533540501000266,-0.9423936009407043,-0.3635213375091553,0
0.1561752983738883,-0.9331884980201721,-0.3865393400192261,0
0.1591471208729116,-0.923421323299408,-0.4093245267868042,0
0.1622636299867083,-0.9130978584289551,-0.4318631291389465,0
0.1655185864013211,-0.9022244215011597,-0.4541415870189667,0
0.1689054011563176,-0.8908075094223022,-0.4761465191841125,0
0.172417138149341,-0.878853976726532,-0.4978646337985992,0
0.1760465171465673,-0.8663710355758667,-0.5192828178405762,0
0.1797859173561179,-0.8533663153648376,-0.5403882265090942,0
0.1836273816277464,-0.8398475050926208,-0.5611681342124939,0
0.1875626213414441,-0.8258227705955505,-0.5816100239753723,0
0.1915830220522297,-0.8113006353378296,-0.601701557636261,0
0.1956796499587934,-0.7962898015975952,-0.6214306354522705,0
0.199843259269582,-0.7807992696762085,-0.6407853960990906,0
0.2040643005335314,-0.7648384571075439,-0.65975421667099,0
0.2083329300142721,-0.7484169006347656,-0.6783255934715271,0
0.2126390201773763,-0.731544554233551,-0.6964883208274841,0
0.21697217136936,-0.714231550693512,-0.714231550693512,0
0.2213217247578386,-0.6964883208274841,-0.731544554233551,0
0.2256767766093616,-0.6783255934715271,-0.7484169006347656,0
0.2300261939745648,-0.65975421667099,-0.7648384571075439,0
0.2343586318493802,-0.6407853960990906,-0.7807992696762085,0
0.2386625518779568,-0.6214306354522705,-0.7962898015975952,0
0.2429262426594083,-0.601701557636261,-0.8113006353378296,0
0.2471378417112142,-0.5816100239753723,-0.8258227705955505,0
0.2512853591415101,-0.5611681342124939,-0.8398475050926208,0
0.2553567030723809,-0.5403882265090942,-0.8533663153648376,0
0.2593397068443073,-0.5192828178405762,-0.8663710355758667,0
0.2632221580323418,-0.4978646337985992,-0.878853976726532,0
0.2669918292747032,-0.4761465191841125,-0.8908075094223022,0
0.2706365109294085,-0.4541415870189667,-0.9022244215011597,0
0.2741440455367485,-0.4318631291389465,-0.9130978584289551,0
0.2775023640571473,-0.4093245267868042,-0.923421323299408,0
0.2806995238526501,-0.3865393400192261,-0.9331884980201721,0
0.2837237483402468,-0.3635213375091553,-0.9423936009407043,0
0.2865634682419813,-0.3402843475341797,-0.9510310292243958,0
0.289207364329931,-0.3168423771858215,-0.9590955972671509,0
0.2916444115561772,-0.293209582567215,-0.9665824174880981,0
0.2938639244113268,-0.2694001495838165,-0.9734870195388794,0
0.2958556033591973,-0.2454284429550171,-0.9798052906990051,0
0.2976095821422803,-0.2213089019060135,-0.9855332970619202,0
0.2991164757605878,-0.1970560401678085,-0.9906676411628723,0
0.3003674288758306,-0.1726844906806946,-0.995205283164978,0
0.3013541643655915,-0.1482089310884476,-0.9991434216499329,0
0.3020690317389957,-0.123644083738327,-1.002479791641235,0
0.3025050550934082,-0.09900476038455963,-1.005212187767029,0
0.302655980242871,-0.07430579513311386,-1.007339119911194,0
0.3025163206604571,-0.04956207796931267,-1.008859276771545,0
0.3020814018088386,-0.02478850446641445,-1.009771704673767,0
0.3013474034421921,-1.855479404613136e-16,-1.010075926780701,0
0.3003113994107774,0.02478850446641445,-1.009771704673767,0
0.2989713945065682,0.04956207796931267,-1.008859276771545,0
0.2973263578462829,0.07430579513311386,-1.007339119911194,0
0.2953762523077673,0.09900476038455963,-1.005212187767029,0
0.2931220594991578,0.123644083738327,-1.002479791641235,0
0.2905657997780388,0.1482089310884476,-0.9991434216499329,0
0.2877105468303388,0.1726844906806946,-0.995205283164978,0
0.2845604363361218,0.1970560401678085,-0.9906676411628723,0
0.2811206683286374,0.2213089019060135,-0.9855332970619202,0
0.2773975028351305,0.2454284429550171,-0.9798052906990051,0
0.273398248510898,0.2694001495838165,-0.9734870195388794,0
0.2691312440060752,0.293209582567215,-0.9665824174880981,0
0.2646058319335674,0.3168423771858215,-0.9590955972671509,0
0.2598323253555487,0.3402843475341797,-0.9510310292243958,0
0.2548219668648324,0.3635213375091553,-0.9423936009407043,0
0.2495868804206529,0.3865393400192261,-0.9331884980201721,0
0.2441400162433069,0.4093245267868042,-0.923421323299408,0
0.2384950891826506,0.4318631291389465,-0.9130978584289551,0
0.2326665111192328,0.4541415870189667,-0.9022244215011597,0
0.226669318064795,0.4761465191841125,-0.8908075094223022,0
0.2205190927577337,0.4978646337985992,-0.878853976726532,0
0.2142318836405555,0.5192828178405762,-0.8663710355758667,0
