"rho","rhoU","rhoV","E","U","V","P","Points:0","Points:1","Points:2"
1.124260057657928,0,0,1.657685638724658,0,0,0.6630742554898634,0.5,0,0
1.121524096741408,0,0,1.653829845489455,0,0,0.6615319381957819,0.4903926253318787,0.09754516184329987,0
1.114120461735882,0,0,1.643502679334253,0,0,0.6574010717337012,0.4619397521018982,0.1913417130708694,0
1.104176941967124,0,0,1.629933646620635,0,0,0.6519734586482542,0.4157347977161407,0.2777851223945618,0
1.094509282670544,0,0,1.617309850618345,0,0,0.6469239402473381,0.3535533845424652,0.3535533845424652,0
1.088031049063649,0,0,1.609972507403424,0,0,0.6439890029613697,0.2777851223945618,0.4157347977161407,0
1.087365487893345,0,0,1.612052528038863,0,0,0.6448210112155452,0.1913417130708694,0.4619397521018982,0
1.094539522430218,0,0,1.627140856252821,0,0,0.6508563425011283,0.09754516184329987,0.4903926253318787,0
1.110639609176361,0,0,1.657628196843387,0,0,0.6630512787373548,3.06161713146292e-17,0.5,0
1.135485161814784,0,0,1.703840010358185,0,0,0.6815360041432741,-0.09754516184329987,0.4903926253318787,0
1.167482690293273,0,0,1.763439963161766,0,0,0.7053759852647065,-0.1913417130708694,0.4619397521018982,0
1.203780220788165,0,0,1.831497024988721,0,0,0.7325988099954883,-0.2777851223945618,0.4157347977161407,0
1.240711360274184,0,0,1.901251705184557,0,0,0.7605006820738229,-0.3535533845424652,0.3535533845424652,0
1.274388846033785,0,0,1.965277473913678,0,0,0.7861109895654713,-0.4157347977161407,0.2777851223945618,0
1.301268052284363,0,0,2.016642459965991,0,0,0.8066569839863965,-0.4619397521018982,0.1913417130708694,0
1.318568512750078,0,0,2.049819653740683,0,0,0.8199278614962732,-0.4903926253318787,0.09754516184329987,0
1.324534755538503,0,0,2.061281627068671,0,0,0.8245126508274686,-0.5,6.123234262925839e-17,0
1.318568512750078,0,0,2.049819653740683,0,0,0.8199278614962732,-0.4903926253318787,-0.09754516184329987,0
1.301268052284363,0,0,2.016642459965992,0,0,0.8066569839863966,-0.4619397521018982,-0.1913417130708694,0
1.274388846033785,0,0,1.965277473913679,0,0,0.7861109895654717,-0.4157347977161407,-0.2777851223945618,0
1.240711360274184,0,0,1.901251705184557,0,0,0.7605006820738227,-0.3535533845424652,-0.3535533845424652,0
