"values","Points:0","Points:1","Points:2"
0.1574498941340567,1.275512218475342,0,0
0.1606822530233073,1.269370317459106,0.1250220537185669,0
0.17012753171236,1.251003623008728,0.2488400936126709,0
0.1850656327097765,1.2205890417099,0.3702616393566132,0
0.204406079997712,1.178419589996338,0.4881173968315125,0
0.2268268568438945,1.124901294708252,0.6012722849845886,0
0.2509247592176513,1.06054961681366,0.7086366415023804,0
0.2753484524027475,0.9859842658042908,0.8091763854026794,0
0.2988940042508276,0.9019233584403992,0.9019233584403992,0
0.3205560959587851,0.8091763854026794,0.9859842658042908,0
0.339541211345345,0.7086366415023804,1.06054961681366,0
0.3552569732990937,0.6012722849845886,1.124901294708252,0
0.3672924008340475,0.4881173968315125,1.178419589996338,0
0.3753989928078459,0.3702616393566132,1.2205890417099,0
0.3794761725885833,0.2488400936126709,1.251003623008728,0
0.3795600854144151,0.1250220537185669,1.269370317459106,0
0.3758130964176051,7.810259857804879e-17,1.275512218475342,0
0.3685117871938502,-0.1250220537185669,1.269370317459106,0
0.3580324555202419,-0.2488400936126709,1.251003623008728,0
0.3448341776892274,-0.3702616393566132,1.2205890417099,0
0.3294400968163397,-0.4881173968315125,1.178419589996338,0
0.3124178181357154,-0.6012722849845886,1.124901294708252,0
0.2943597856102025,-0.7086366415023804,1.06054961681366,0
0.2758644094336559,-0.8091763854026794,0.9859842658042908,0
0.2575185754107796,-0.9019233584403992,0.9019233584403992,0
0.2398820168169229,-0.9859842658042908,0.8091763854026794,0
0.2234738711428198,-1.06054961681366,0.7086366415023804,0
0.2087615797659872,-1.124901294708252,0.6012722849845886,0
0.1961521251267746,-1.178419589996338,0.4881173968315125,0
0.1859854507031642,-1.2205890417099,0.3702616393566132,0
0.1785297908496402,-1.251003623008728,0.2488400936126709,0
0.1739785664766572,-1.269370317459106,0.1250220537185669,0
0.1724484895312492,-1.275512218475342,1.562051971560976e-16,0
0.1739785664766554,-1.269370317459106,-0.1250220537185669,0
0.1785297908496408,-1.251003623008728,-0.2488400936126709,0
0.1859854507031636,-1.2205890417099,-0.3702616393566132,0
0.1961521251267742,-1.178419589996338,-0.4881173968315125,0
0.2087615797659867,-1.124901294708252,-0.6012722849845886,0
0.2234738711428201,-1.06054961681366,-0.7086366415023804,0
0.2398820168169242,-0.9859842658042908,-0.8091763854026794,0
0.2575185754107799,-0.9019233584403992,-0.9019233584403992,0
0.2758644094336561,-0.8091763854026794,-0.9859842658042908,0
0.2943597856102027,-0.7086366415023804,-1.06054961681366,0
0.3124178181357158,-0.6012722849845886,-1.124901294708252,0
0.32944009681634,-0.4881173968315125,-1.178419589996338,0
0.344834177689228,-0.3702616393566132,-1.2205890417099,0
0.3580324555202422,-0.2488400936126709,-1.251003623008728,0
0.3685117871938504,-0.1250220537185669,-1.269370317459106,0
0.3758130964176055,-2.343077891167015e-16,-1.275512218475342,0
0.3795600854144156,0.1250220537185669,-1.269370317459106,0
0.3794761725885838,0.2488400936126709,-1.251003623008728,0
0.3753989928078461,0.3702616393566132,-1.2205890417099,0
0.367292400834048,0.4881173968315125,-1.178419589996338,0
0.3552569732990944,0.6012722849845886,-1.124901294708252,0
0.3395412113453452,0.7086366415023804,-1.06054961681366,0
0.3205560959587855,0.8091763854026794,-0.9859842658042908,0
0.298894004250828,0.9019233584403992,-0.9019233584403992,0
0.2753484524027481,0.9859842658042908,-0.8091763854026794,0
0.2509247592176518,1.06054961681366,-0.7086366415023804,0
0.2268268568438937,1.124901294708252,-0.6012722849845886,0
0.2044060799977128,1.178419589996338,-0.4881173968315125,0
0.1850656327097771,1.2205890417099,-0.3702616393566132,0
0.1701275317123608,1.251003623008728,-0.2488400936126709,0
0.1606822530233074,1.269370317459106,-0.1250220537185669,0
0.177217010538146,1.400735378265381,0,0
0.1800506798526,1.393990397453308,0.1372960656881332,0
0.1883283899894964,1.373820662498474,0.273269921541214,0
0.201413276319396,1.340420126914978,0.4066120088100433,0
0.2183456455704822,1.294110655784607,0.5360382199287415,0
0.2379690715677559,1.23533833026886,0.6603020429611206,0
0.2590627411073744,1.164668917655945,0.7782068848609924,0
0.2804535800270606,1.082783102989197,0.8886170983314514,0
0.3010923419203307,0.9904694557189941,0.9904694557189941,0
0.3200917681717574,0.8886170983314514,1.082783102989197,0
0.336736085456491,0.7782068848609924,1.164668917655945,0
0.3504754050822908,0.6603020429611206,1.23533833026886,0
0.360916094821976,0.5360382199287415,1.294110655784607,0
0.3678124207500957,0.4066120088100433,1.340420126914978,0
0.3710597157544905,0.273269921541214,1.373820662498474,0
0.3706870207733134,0.1372960656881332,1.393990397453308,0
0.3668472367256362,8.577030477606424e-17,1.400735378265381,0
0.3598039626935415,-0.1372960656881332,1.393990397453308,0
0.349915272810309,-0.273269921541214,1.373820662498474,0
0.3376152766825834,-0.4066120088100433,1.340420126914978,0
0.3233944714356022,-0.5360382199287415,1.294110655784607,0
0.3077798314206911,-0.6603020429611206,1.23533833026886,0
0.2913154545966749,-0.7782068848609924,1.164668917655945,0
0.2745444626728445,-0.8886170983314514,1.082783102989197,0
0.2579927406280831,-0.9904694557189941,0.9904694557189941,0
0.2421549784368771,-1.082783102989197,0.8886170983314514,0
0.227483323302749,-1.164668917655945,0.7782068848609924,0
0.2143787592453149,-1.23533833026886,0.6603020429611206,0
0.203185116325547,-1.294110655784607,0.5360382199287415,0
0.1941854023404965,-1.340420126914978,0.4066120088100433,0
0.1875999797378197,-1.373820662498474,0.273269921541214,0
0.1835860105955247,-1.393990397453308,0.1372960656881332,0
