"values","Points:0","Points:1","Points:2"
0.1341885818912911,1.275512218475342,0,0
0.1366463893414685,1.269370317459106,0.1250220537185669,0
0.1438745066613296,1.251003623008728,0.2488400936126709,0
0.1554500213754703,1.2205890417099,0.3702616393566132,0
0.1707093896282305,1.178419589996338,0.4881173968315125,0
0.1888038518734332,1.124901294708252,0.6012722849845886,0
0.2087657040061323,1.06054961681366,0.7086366415023804,0
0.2295775588028967,0.9859842658042908,0.8091763854026794,0
0.2502379210676221,0.9019233584403992,0.9019233584403992,0
0.2698183730788778,0.8091763854026794,0.9859842658042908,0
0.2875097004894099,0.7086366415023804,1.06054961681366,0
0.3026558899624826,0.6012722849845886,1.124901294708252,0
0.3147759352197581,0.4881173968315125,1.178419589996338,0
0.3235739028475805,0.3702616393566132,1.2205890417099,0
0.3289379667247919,0.2488400936126709,1.251003623008728,0
0.3309293459013483,0.1250220537185669,1.269370317459106,0
0.3297624075622662,7.810259857804879e-17,1.275512218475342,0
0.325777638900474,-0.1250220537185669,1.269370317459106,0
0.3194096682345133,-0.2488400936126709,1.251003623008728,0
0.3111528975997591,-0.3702616393566132,1.2205890417099,0
0.3015274716931591,-0.4881173968315125,1.178419589996338,0
0.2910481739585373,-0.6012722849845886,1.124901294708252,0
0.2801984015672995,-0.7086366415023804,1.06054961681366,0
0.2694106888521979,-0.8091763854026794,0.9859842658042908,0
0.2590544355480122,-0.9019233584403992,0.9019233584403992,0
0.249430683779667,-0.9859842658042908,0.8091763854026794,0
0.2407730951155995,-1.06054961681366,0.7086366415023804,0
0.2332537875399948,-1.124901294708252,0.6012722849845886,0
0.2269924341700522,-1.178419589996338,0.4881173968315125,0
0.2220669867366536,-1.2205890417099,0.3702616393566132,0
0.2185245198589372,-1.251003623008728,0.2488400936126709,0
0.2163909347429155,-1.269370317459106,0.1250220537185669,0
0.2156785536005759,-1.275512218475342,1.562051971560976e-16,0
0.2163909347429138,-1.269370317459106,-0.1250220537185669,0
0.2185245198589381,-1.251003623008728,-0.2488400936126709,0
